|bandpass_frequency|        bandpass_weight|
|            double|                 double|
|               GHz|                       |
|              null|                   null|
               60.0  1.883487335523368e-175 
  61.09448818897638 1.1449356170901228e-169 
 62.188976377952756  5.541157869817588e-164 
  63.28346456692913 2.1351140492452647e-158 
  64.37795275590551  6.550021575846667e-153 
   65.4724409448819  1.599799222729952e-147 
  66.56692913385827  3.110923504121832e-142 
  67.66141732283465  4.816308360043556e-137 
  68.75590551181102  5.936634896876104e-132 
  69.85039370078741   5.82596007008472e-127 
  70.94488188976378 4.5519321289926466e-122 
  72.03937007874016 2.8315560891765446e-117 
  73.13385826771653 1.4023476266919107e-112 
  74.22834645669292  5.529518725179587e-108 
  75.32283464566929  1.735881721354873e-103 
  76.41732283464567   4.338644767182762e-99 
  77.51181102362204   8.633546781078582e-95 
  78.60629921259843  1.3678095247099163e-90 
   79.7007874015748   1.725294622459251e-86 
  80.79527559055119  1.7326156856179837e-82 
  81.88976377952756   1.385296139686034e-78 
  82.98425196850394  8.8182929964860295e-75 
  84.07874015748031    4.46918251840318e-71 
   85.1732283464567  1.8033230087748145e-67 
  86.26771653543307    5.79323429196411e-64 
  87.36220472440945  1.4817371303026565e-60 
  88.45669291338584   3.017339884541828e-57 
  89.55118110236221   4.891938347784433e-54 
  90.64566929133858    6.31454849740985e-51 
  91.74015748031496    6.48947346626787e-48 
  92.83464566929135  5.3098730929261785e-45 
  93.92913385826772   3.459144073409549e-42 
  95.02362204724409  1.7941805139981103e-39 
  96.11811023622047  7.4093633805910315e-37 
  97.21259842519686  2.4362329178327096e-34 
  98.30708661417323   6.378050078099765e-32 
   99.4015748031496   1.329533517125564e-29 
 100.49606299212599  2.2068258648800236e-27 
 101.59055118110237   2.916856721882269e-25 
 102.68503937007874   3.070217060024253e-23 
 103.77952755905511  2.5737689813822537e-21 
  104.8740157480315   1.718585293913013e-19 
 105.96850393700788   9.142163026428067e-18 
 107.06299212598425   3.875316169538968e-16 
 108.15748031496062  1.3094507242951833e-14 
 109.25196850393701   3.528523414154618e-13 
 110.34645669291339   7.587369963840653e-12 
 111.44094488188976  1.3030409791391423e-10 
 112.53543307086615  1.7893878382634311e-09 
 113.62992125984252   1.967993077215226e-08 
  114.7244094488189   1.737184715856436e-07 
 115.81889763779529   1.234254988096549e-06 
 116.91338582677166   7.084453700816439e-06 
 118.00787401574803  3.3006545421274445e-05 
 119.10236220472441  0.00012555826137663375 
  120.1968503937008  0.00039280777551852224 
 121.29133858267717   0.0010196003969368999 
 122.38582677165354   0.0022199218697096885 
 123.48031496062993    0.004111659074627895 
  124.5748031496063    0.006601268008647949 
 125.66929133858268    0.009415327597757513 
 126.76377952755905    0.012272571342221905 
 127.85826771653544    0.014985408710920972 
 128.95275590551182     0.01736046413638989 
 130.04724409448818    0.019106713247808174 
  131.1417322834646     0.01999177739487966 
 132.23622047244095    0.020061859905147424 
 133.33070866141733     0.01962414827181667 
 134.42519685039372     0.01913896031466073 
 135.51968503937007     0.01922040269574454 
 136.61417322834646      0.0204456977918774 
 137.70866141732284     0.02283387082641037 
  138.8031496062992    0.025627520688687587 
  139.8976377952756     0.02785695341753745 
 140.99212598425197    0.029054040610983076 
 142.08661417322836    0.029248912742514115 
 143.18110236220474     0.02852392412238708 
  144.2755905511811    0.027005118179528248 
 145.37007874015748    0.025208714937444258 
 146.46456692913387    0.023906908753248753 
 147.55905511811022    0.023490155782491397 
 148.65354330708664    0.023656263722076982 
   149.748031496063    0.023749839640474273 
 150.84251968503938    0.023304909090576302 
 151.93700787401576    0.022373045505856816 
 153.03149606299212    0.021498723473769174 
  154.1259842519685     0.02134565558300703 
  155.2204724409449     0.02221873520252494 
 156.31496062992125    0.023848138967018505 
 157.40944881889766    0.025528379503228102 
 158.50393700787401    0.026436778500514693 
  159.5984251968504    0.026020959573357913 
 160.69291338582678     0.02435908463512137 
 161.78740157480314    0.022189514076716713 
 162.88188976377953     0.02042971903886962 
  163.9763779527559    0.019517029787523142 
  165.0708661417323    0.019101092408910326 
 166.16535433070868    0.018329172168703285 
 167.25984251968504     0.01653568524517738 
 168.35433070866142    0.013765594310829165 
  169.4488188976378    0.010637283868402805 
 170.54330708661416    0.007755033176677152 
 171.63779527559058   0.0053510365630033505 
 172.73228346456693    0.003413464996190415 
 173.82677165354332    0.001933787570085301 
  174.9212598425197    0.000936257271934001 
 176.01574803149606   0.0003768129820216361 
 177.11023622047244  0.00012390027336898517 
 178.20472440944883   3.294598853218108e-05 
 179.29921259842519   7.042955510608423e-06 
  180.3937007874016  1.2062719024274094e-06 
 181.48818897637796   1.651975197178303e-07 
 182.58267716535434  1.8068084035940128e-08 
 183.67716535433073  1.5770911342783267e-09 
 184.77165354330708  1.0981010892141224e-10 
 185.86614173228347   6.097382132917018e-12 
 186.96062992125985   2.699455872536626e-13 
 188.05511811023624   9.527558562257418e-15 
  189.1496062992126  2.6804963456872334e-16 
 190.24409448818898   6.010928262995896e-18 
 191.33858267716536  1.0743123933428515e-19 
 192.43307086614175  1.5302265604746183e-21 
  193.5275590551181   1.736971183618833e-23 
  194.6220472440945  1.5711526475901655e-25 
 195.71653543307087  1.1324299973253853e-27 
 196.81102362204726   6.503555408816035e-30 
 197.90551181102362   2.975890528718159e-32 
              199.0   1.084902262563753e-34 
