|bandpass_frequency|       bandpass_weights|
|            double|                 double|
|               GHz|                       |
|              null|                   null|
               50.0 1.2545693502805975e-113 
  51.17716535433071 4.7987626344424226e-110 
 52.354330708661415  1.601005211701781e-106 
 53.531496062992126  4.658918451416891e-103 
  54.70866141732284  1.1825141955149653e-99 
  55.88582677165354   2.617920867318375e-96 
  57.06299212598425    5.05516776267438e-93 
  58.24015748031496   8.514194113553953e-90 
  59.41732283464567   1.250778627800528e-86 
  60.59448818897638  1.6026781020018738e-83 
  61.77165354330708  1.7911877997599716e-80 
  62.94881889763779  1.7460832139959505e-77 
   64.1259842519685  1.4846284602749127e-74 
  65.30314960629921    1.10103138655129e-71 
  66.48031496062993   7.122143920500003e-69 
  67.65748031496062   4.018379872491202e-66 
  68.83464566929133  1.9775183463372573e-63 
  70.01181102362204    8.48827521930448e-61 
  71.18897637795276  3.1779563368235188e-58 
  72.36614173228347  1.0377819746170721e-55 
  73.54330708661416  2.9559308758607283e-53 
  74.72047244094489   7.343661844708221e-51 
  75.89763779527559  1.5913352550983823e-48 
   77.0748031496063  3.0077503592410596e-46 
  78.25196850393701   4.958537243399091e-44 
  79.42913385826772    7.13013618383846e-42 
  80.60629921259843   8.942840721682814e-40 
  81.78346456692913   9.783355419375688e-38 
  82.96062992125984   9.335474810687002e-36 
  84.13779527559055   7.770039960984022e-34 
  85.31496062992126   5.640932839445297e-32 
  86.49212598425197   3.572092806252063e-30 
  87.66929133858267  1.9730717556195665e-28 
  88.84645669291339   9.506414921767324e-27 
  90.02362204724409  3.9953176913221253e-25 
   91.2007874015748  1.4647227799690633e-23 
  92.37795275590551   4.684255422550675e-22 
  93.55511811023621  1.3068371477064563e-20 
  94.73228346456693   3.180659616720095e-19 
  95.90944881889763   6.753865071695273e-18 
  97.08661417322834  1.2512928435813337e-16 
  98.26377952755905   2.022918608200299e-15 
  99.44094488188976  2.8540705275751135e-14 
 100.61811023622047   3.514699773825202e-13 
 101.79527559055117   3.778687874292809e-12 
  102.9724409448819  3.5476728380364324e-11 
 104.14960629921259  2.9097384119231775e-10 
  105.3267716535433  2.0858344209972434e-09 
 106.50393700787401  1.3076579480543538e-08 
 107.68110236220471   7.175556389064065e-08 
 108.85826771653544   3.450123156801215e-07 
 110.03543307086613  1.4556143770463012e-06 
 111.21259842519684  5.3987161759660246e-06 
 112.38976377952756  1.7644042103840426e-05 
 113.56692913385825    5.09663314231088e-05 
 114.74409448818898  0.00013061660448204863 
 115.92125984251967  0.00029839252981939704 
 117.09842519685039   0.0006111507021315057 
  118.2755905511811   0.0011300674511876172 
 119.45275590551181   0.0019025382592330491 
 120.62992125984252    0.002946825588956634 
 121.80708661417323    0.004253215067813772 
 122.98425196850393    0.005806636993600254 
 124.16141732283464      0.0076141323860278 
 125.33858267716535    0.009701358723954879 
 126.51574803149606     0.01205267342141417 
 127.69291338582677    0.014520824175733962 
 128.87007874015745     0.01678798970376216 
 130.04724409448818    0.018451215410276514 
  131.2244094488189    0.019211679699088036 
  132.4015748031496    0.019046797177847824 
  133.5787401574803    0.018242445195235844 
 134.75590551181102    0.017267633316719707 
 135.93307086614172    0.016581949178808453 
 137.11023622047242     0.01648318243961095 
 138.28740157480314    0.017043341855652636 
 139.46456692913387    0.018126693758162206 
 140.64173228346456     0.01947214116022895 
 141.81889763779526    0.020820868661191455 
 142.99606299212599    0.022043157538081552 
 144.17322834645668     0.02318996711722915 
 145.35039370078738    0.024419593865034485 
  146.5275590551181    0.025833735327765978 
 147.70472440944883    0.027337168271075706 
 148.88188976377953    0.028636995960792867 
 150.05905511811022     0.02940503348940864 
 151.23622047244095    0.029499887352457947 
 152.41338582677164     0.02908236509401412 
 153.59055118110234    0.028523893659525568 
 154.76771653543307     0.02816456450586708 
  155.9448818897638    0.028096075277840287 
 157.12204724409446    0.028119297880671402 
 158.29921259842519    0.027882150799240318 
  159.4763779527559    0.027074625087780045 
  160.6535433070866    0.025551894283759823 
  161.8307086614173    0.023353334261255018 
 163.00787401574803     0.02066940550272729 
 164.18503937007873    0.017799181103437946 
 165.36220472440942    0.015081902786293198 
 166.53937007874015    0.012780490550410691 
 167.71653543307087    0.010964419199107237 
 168.89370078740157    0.009487686335597656 
 170.07086614173227    0.008101359978588914 
   171.248031496063    0.006625554919868924 
  172.4251968503937    0.005054326307411395 
  173.6023622047244   0.0035299995166690116 
  174.7795275590551   0.0022308570947913247 
 175.95669291338584   0.0012667173625880528 
  177.1338582677165   0.0006433855527954049 
 178.31102362204723  0.00029141401692030065 
 179.48818897637796  0.00011741940433562967 
 180.66535433070865  4.1997680467543164e-05 
 181.84251968503935  1.3307306539991585e-05 
 183.01968503937007   3.728192541891352e-06 
 184.19685039370077   9.218468073798704e-07 
  185.3740157480315  2.0083380445530788e-07 
  186.5511811023622   3.849149861222847e-08 
  187.7283464566929   6.481094132382386e-09 
 188.90551181102362   9.575639176043568e-10 
  190.0826771653543  1.2401553769128702e-10 
 191.25984251968504  1.4066746077153163e-11 
 192.43700787401573   1.396372842512818e-12 
 193.61417322834646  1.2123654722197371e-13 
 194.79133858267716   9.201745641032861e-15 
 195.96850393700785   6.102817531285688e-16 
 197.14566929133858   3.535620868555658e-17 
 198.32283464566927   1.788771758817338e-18 
              199.5   7.901314056858621e-20 
